_rank|📈|_name|_score|_link|backdrop|class|clothing|color shade|emotion|eye|head|house of|mouth|name|texture|unique
851|🔴-310|BitToonDAO #38|99.17264307357259|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/38|BitToon Flag||None|Emerald Jettie|None|None|Pumpkin Head|Bank|None||Plastic|
852|🔴-250|BitToonDAO #946|99.0224671306623|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/946|Oxygen Tank||Oriental Uniform|Elegant Goldie|None|None|Frog Head|Prophet|None||Jelly Bowl|
853|🔴-481|BitToonDAO #54|98.91489695919812|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/54|BitToon Flag||Kid's Overalls|Flamingo Zirconie|None|None|Farmer Hat|Media|None||Plastic|
854|🔴-252|BitToonDAO #759|98.69279506710787|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/759|Oxygen Tank||Kid's Overalls|Emerald Jettie|None|Eyeglasses|Witch Hat|Pirate|None||Plastic|
855|🔴-407|BitToonDAO #522|98.66912578358551|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/522|Butterfly Wings||Peony Shirt|Scalet Bluie|None|None|Farmer Hat|Turtle|None||Plastic|
856|🔴-351|BitToonDAO #362|98.62608061561025|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/362|Guitar||Peony Shirt|Dusty Cyanie|None|None|Witch Hat|Cypher|Pipe||Plastic|
857|🔴-255|BitToonDAO #865|98.51511177503022|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/865|Oxygen Tank||Leather Jacket|Emerald Jettie|None|None|Witch Hat|Giant|None||Jelly Bowl|
858|🔴-256|BitToonDAO #708|98.48933467213989|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/708|Devil Wings||Kid's Overalls|Emerald Jettie|None|None|Chubby Unicorn|Coin|Pacifier||Plastic|
859|🔴-257|BitToonDAO #942|98.36801531639175|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/942|Oxygen Tank||None|Elegant Goldie|None|None|Cat Earphones|Farmer|None||Plastic|
860|🔴-258|BitToonDAO #654|98.3291533105176|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/654|Oxygen Tank||None|Morning Galaxie|None|None|Lovelove Headband|Media|None||Plastic|
861|🔴-259|BitToonDAO #709|98.31306246219961|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/709|BitToon Flag||Leather Jacket|Scalet Bluie|None|None|Pumpkin Head|Media|None||Plastic|
862|🔴-310|BitToonDAO #207|98.22134668248304|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/207|Oxygen Tank||Oriental Uniform|Elegant Goldie|None|None|Reindeer Hoodie|Demon|None||Jelly Bowl|
863|🔴-357|BitToonDAO #33|97.87630175928577|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/33|Guitar||Oriental Uniform|Silver Lavandie|None|None|Witch Hat|Giant|Duckie||Plastic|
864|🔴-410|BitToonDAO #116|97.83890591060477|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/116|Devil Wings||Kid's Overalls|Flamingo Zirconie|None|None|Reindeer Hoodie|Bot|None||Plastic|
865|🔴-305|BitToonDAO #172|97.44404022080396|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/172|Butterfly Wings||Leather Jacket|Flamingo Zirconie|None|None|Pumpkin Head|Blockchain|None||Metal|
866|🔴-377|BitToonDAO #480|97.3555563027424|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/480|Skateboard||Leather Jacket|Elegant Goldie|None|Cyclops|Undercut|Believer|None||Plastic|
867|🔴-265|BitToonDAO #848|97.35243205451735|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/848|Devil Wings||T-Shirt|Scalet Bluie|None|None|Pumpkin Head|Believer|None||Jelly Bowl|
868|🔴-384|BitToonDAO #435|97.31588341623663|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/435|Oxygen Tank||Leather Jacket|Emerald Jettie|None|None|Chubby Unicorn|Believer|None||Jelly Bowl|
869|🔴-331|BitToonDAO #512|97.0937904971597|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/512|BitToon Flag||None|Flamingo Zirconie|None|None|Reindeer Hoodie|Dragon|None||Clay Dough|
870|🔴-268|BitToonDAO #802|96.86916728166622|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/802|Butterfly Wings||Kid's Overalls|Scalet Bluie|None|Eyeglasses|Lovelove Headband|Gold|None||Plastic|
871|🔴-269|BitToonDAO #793|96.80943983094876|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/793|Oxygen Tank||T-Shirt|Ocean Canarie|None|None|Chubby Unicorn|Coin|Moustache||Plastic|
872|🔴-382|BitToonDAO #456|96.80162452134527|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/456|Backpack||Kid's Overalls|Dusty Cyanie|None|None|Chubby Unicorn|Turtle|None||Clay Dough|
873|🔴-271|BitToonDAO #780|96.59346838776955|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/780|Butterfly Wings||Kid's Overalls|Flamingo Zirconie|None|None|Frog Head|Bull|None||Plastic|
874|🔴-272|BitToonDAO #918|96.54499367913084|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/918|Butterfly Wings||Kid's Overalls|Scalet Bluie|None|None|Farmer Hat|Vampire|None||Plastic|
875|🔴-273|BitToonDAO #930|96.43146065294131|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/930|BitToon Flag||None|Flamingo Zirconie|None|None|Frog Head|Seed|None||Clay Dough|
876|🔴-348|BitToonDAO #48|96.39676987396594|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/48|Guitar||Kid's Overalls|Morning Galaxie|None|None|Farmer Hat|Knight|Duckie||Plastic|
877|🔴-275|BitToonDAO #718|96.27143791517874|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/718|Skateboard||T-Shirt|Elegant Goldie|None|Cyclops|Santa Hat|Virus|None||Plastic|
878|🔴-276|BitToonDAO #685|96.26641171996911|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/685|BitToon Flag||T-Shirt|Elegant Goldie|None|Cyclops|Santa Hat|Prophet|None||Plastic|
879|🔴-366|BitToonDAO #487|96.25745299094957|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/487|Butterfly Wings||Count|Ocean Canarie|None|None|Witch Hat|Blockchain|None||Plastic|
880|🔴-278|BitToonDAO #789|96.13006486566265|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/789|Guitar||T-Shirt|Elegant Goldie|None|Cyclops|Robinhood Hat|Cash|None||Plastic|
881|🔴-279|BitToonDAO #801|96.08767408640071|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/801|Guitar||T-Shirt|Morning Galaxie|None|Cyclops|Crown|Angel|Pacifier||Plastic|
882|🔴-339|BitToonDAO #596|95.64337053868472|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/596|RPG||Superstar Sweater|Forest Pinkie|None|None|Chubby Unicorn|Seed|None||Plastic|
883|🔴-368|BitToonDAO #481|95.6176732447479|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/481|Guitar||None|Sunset Rubie|None|Cyclops|Lovelove Headband|Angel|None||Metal|
884|🔴-333|BitToonDAO #204|95.54607417383619|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/204|Butterfly Wings||T-Shirt|Elegant Goldie|None|None|Reindeer Hoodie|Cash|None||Clay Dough|
885|🔴-332|BitToonDAO #129|95.38778327890834|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/129|RPG||None|Morning Galaxie|None|None|Frog Head|Seed|None||Ceramic|
886|🔴-284|BitToonDAO #874|95.32316666180597|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/874|Butterfly Wings||T-Shirt|Dusty Cyanie|None|Eyeglasses|Witch Hat|Bubble|None||Plastic|
887|🔴-355|BitToonDAO #320|95.19021446159674|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/320|Devil Wings||Count|Morning Galaxie|None|None|Frog Head|Cash|None||Plastic|
888|🔴-286|BitToonDAO #872|95.16055595562612|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/872|Oxygen Tank||Kid's Overalls|Emerald Jettie|None|Eyeglasses|Chubby Unicorn|Market|None||Plastic|
889|🔴-335|BitToonDAO #198|95.03519423568687|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/198|Guitar||T-Shirt|Elegant Goldie|None|Cyclops|Tribal Hat|Dreamer|None||Jelly Bowl|
890|🔴-340|BitToonDAO #141|94.8200601351601|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/141|RPG||Kid's Overalls|Scalet Bluie|None|None|Reindeer Hoodie|Seed|None||Ceramic|
891|🔴-289|BitToonDAO #639|94.7507130813345|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/639|BitToon Flag||Count|Morning Galaxie|None|None|Farmer Hat|Dragon|None||Plastic|
892|🔴-365|BitToonDAO #74|94.6380024443167|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/74|Guitar||Leather Jacket|Scalet Bluie|None|None|Undercut|Gold|Pipe||Jelly Bowl|
893|🔴-291|BitToonDAO #645|94.52921092754826|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/645|Guitar||None|Flamingo Zirconie|None|None|Reindeer Hoodie|Media|None||Plastic|
894|🔴-292|BitToonDAO #941|94.25464815077031|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/941|Devil Wings||T-Shirt|Ocean Canarie|None|None|Witch Hat|Vampire|None||Jelly Bowl|
895|🔴-416|BitToonDAO #551|94.22356510770226|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/551|Butterfly Wings||Kid's Overalls|Scalet Bluie|None|None|Lovelove Headband|Vampire|None||Plastic|
896|🔴-294|BitToonDAO #715|94.19816116641448|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/715|Devil Wings||Kid's Overalls|Dusty Cyanie|None|None|Lovelove Headband|Believer|None||Plastic|
897|🔴-295|BitToonDAO #871|94.14301682527864|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/871|Backpack||Oriental Uniform|Ocean Canarie|None|Cyclops|Chubby Unicorn|Angel|None||Plastic|
898|🔴-296|BitToonDAO #698|94.08097863044054|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/698|Guitar||T-Shirt|Emerald Jettie|None|None|Lovelove Headband|Angel|Pipe||Plastic|
899|🔴-297|BitToonDAO #664|93.99401338908623|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/664|Guitar||Kid's Overalls|Dusty Cyanie|None|None|Cat Earphones|Turtle|None||Jelly Bowl|
900|🔴-322|BitToonDAO #57|93.9378710582672|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/57|Guitar||None|Flamingo Zirconie|None|None|Pumpkin Head|Miner|None||Plastic|
901|🔴-379|BitToonDAO #433|93.7150217881546|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/433|Butterfly Wings||None|Silver Lavandie|None|None|Farmer Hat|Dragon|None||Metal|
902|🔴-300|BitToonDAO #665|93.40242332098592|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/665|Butterfly Wings||Leather Jacket|Morning Galaxie|None|None|Reindeer Hoodie|Bubble|None||Plastic|
903|🔴-430|BitToonDAO #388|93.36937509971638|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/388|BitToon Flag||None|Emerald Jettie|None|None|Farmer Hat|Coin|None||Plastic|
904|🔴-302|BitToonDAO #687|93.30828827360168|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/687|Skateboard||T-Shirt|Elegant Goldie|None|Cyclops|Hat|Turtle|None||Plastic|
905|🔴-346|BitToonDAO #383|92.70102149235984|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/383|Guitar||Leather Jacket|Flamingo Zirconie|None|None|Witch Hat|Bank|Pipe||Plastic|
906|🔴-425|BitToonDAO #425|92.65928162717873|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/425|Butterfly Wings||Leather Jacket|Flamingo Zirconie|None|None|Witch Hat|Prophet|None||Ceramic|
907|🔴-305|BitToonDAO #917|92.65576068008414|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/917|Devil Wings||Count|Morning Galaxie|None|None|Reindeer Hoodie|Angel|None||Plastic|
908|🔴-382|BitToonDAO #224|92.62381935534205|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/224|Butterfly Wings||Oriental Uniform|Billiard Whitie|None|None|Chubby Unicorn|Coin|Duckie||Plastic|
909|🔴-342|BitToonDAO #23|92.57300665468921|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/23|Butterfly Wings||Kid's Overalls|Flamingo Zirconie|None|Cyclops|Lovelove Headband|Blockchain|None||Plastic|
910|🔴-338|BitToonDAO #50|92.4262957831753|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/50|Devil Wings||T-Shirt|Ocean Canarie|None|None|Lovelove Headband|Demon|None||Jelly Bowl|
911|🔴-348|BitToonDAO #37|92.38707340049218|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/37|Guitar||Oriental Uniform|Silver Lavandie|None|None|Chubby Unicorn|Farmer|Duckie||Plastic|
912|🔴-365|BitToonDAO #186|92.34369099713851|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/186|Butterfly Wings||Kid's Overalls|Forest Pinkie|None|None|Pumpkin Head|Angel|None||Plastic|
913|🔴-311|BitToonDAO #938|92.31759593499542|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/938|BitToon Flag||T-Shirt|Emerald Jettie|None|Cyclops|Crown|Pirate|None||Jelly Bowl|
914|🔴-312|BitToonDAO #830|92.31618435555401|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/830|Devil Wings||Leather Jacket|Ocean Canarie|None|None|Farmer Hat|Pirate|None||Plastic|
915|🔴-390|BitToonDAO #273|92.27025205309232|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/273|Devil Wings||Leather Jacket|Elegant Goldie|None|None|Undercut|Cash|None||Ceramic|
916|🔴-314|BitToonDAO #928|92.22298129709108|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/928|Double Chups||T-Shirt|Forest Pinkie|None|None|Chubby Unicorn|Knight|Pipe||Plastic|
917|🔴-353|BitToonDAO #600|92.21535291054269|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/600|Butterfly Wings||Peony Shirt|Scalet Bluie|None|None|Pumpkin Head|Seed|None||Plastic|
918|🔴-357|BitToonDAO #434|92.18463235962318|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/434|Skateboard||T-Shirt|Elegant Goldie|None|Cyclops|Tribal Hat|Bank|None||Plastic|
919|🔴-427|BitToonDAO #26|92.1219980423942|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/26|Guitar||None|Flamingo Zirconie|None|None|Frog Head|Phoenix|None||Plastic|
920|🔴-429|BitToonDAO #61|92.06050817079517|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/61|Guitar||Peony Shirt|Dusty Cyanie|None|None|Chubby Unicorn|Prophet|Pipe||Plastic|
921|🔴-319|BitToonDAO #912|91.96729121373237|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/912|Butterfly Wings||Leather Jacket|Flamingo Zirconie|None|None|Chubby Unicorn|Believer|None||Metal|
922|🔴-357|BitToonDAO #489|91.96572412233195|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/489|Guitar||Kid's Overalls|Morning Galaxie|None|None|Pumpkin Head|Coin|Duckie||Plastic|
923|🔴-424|BitToonDAO #441|91.95174503143727|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/441|Devil Wings||Leather Jacket|Ocean Canarie|None|None|Lovelove Headband|Prophet|None||Plastic|
924|🔴-379|BitToonDAO #114|91.8445687181775|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/114|Butterfly Wings||Count|Ocean Canarie|None|None|Chubby Unicorn|Cypher|None||Plastic|
925|🔴-409|BitToonDAO #306|91.66829129046766|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/306|Butterfly Wings||Kid's Overalls|Scalet Bluie|None|Eyeglasses|Chubby Unicorn|Officer|None||Plastic|
926|🔴-349|BitToonDAO #427|91.64919185715132|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/427|Guitar||Kid's Overalls|Ocean Canarie|None|None|Undercut|Chef|None||Plastic|
927|🔴-370|BitToonDAO #447|91.63064069167557|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/447|Butterfly Wings||T-Shirt|Dusty Cyanie|None|None|Farmer Hat|Chef|None||Plastic|
928|🔴-409|BitToonDAO #120|91.55735772186385|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/120|Guitar||Leather Jacket|Scalet Bluie|None|None|Undercut|Coin|Duckie||Jelly Bowl|
929|🔴-507|BitToonDAO #455|91.50227163634574|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/455|Butterfly Wings||T-Shirt|Dusty Cyanie|None|Eyeglasses|Chubby Unicorn|Bull|None||Plastic|
930|🔴-429|BitToonDAO #269|91.43544500593973|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/269|BitToon Flag||None|Emerald Jettie|None|None|Witch Hat|Giant|None||Plastic|
931|🔴-329|BitToonDAO #656|91.41401069267133|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/656|BitToon Flag||Count|Morning Galaxie|None|Eyeglasses|Chubby Unicorn|Dragon|None||Plastic|
932|🔴-330|BitToonDAO #799|91.37213511676667|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/799|Devil Wings||None|Emerald Jettie|None|None|Reindeer Hoodie|Pirate|None||Plastic|
933|🔴-431|BitToonDAO #478|91.31692175122723|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/478|Double Chups||None|Morning Galaxie|None|None|Reindeer Hoodie|King|None||Plastic|
934|🔴-343|BitToonDAO #251|91.24155279656863|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/251|Guitar||None|Sunset Rubie|None|None|Pumpkin Head|Bear|None||Metal|
935|🔴-333|BitToonDAO #933|91.12508513612002|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/933|Butterfly Wings||T-Shirt|Dusty Cyanie|None|None|Pumpkin Head|Phoenix|None||Plastic|
936|🔴-357|BitToonDAO #156|91.03032482315058|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/156|Guitar||Leather Jacket|Flamingo Zirconie|None|None|Pumpkin Head|Seed|Pipe||Plastic|
937|🔴-364|BitToonDAO #423|90.76413549556425|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/423|RPG||Leather Jacket|Scalet Bluie|None|None|Chubby Unicorn|Demon|None||Ceramic|
938|🔴-390|BitToonDAO #354|90.60262295342946|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/354|Devil Wings||Superstar Sweater|Dusty Cyanie|None|None|Chubby Unicorn|Knight|None||Plastic|
939|🔴-337|BitToonDAO #706|90.58012568288667|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/706|Double Chups||Leather Jacket|Emerald Jettie|None|None|Frog Head|Seed|None||Plastic|
940|🔴-391|BitToonDAO #450|90.55856720032267|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/450|Double Chups||T-Shirt|Silver Lavandie|None|Cyclops|Undercut|Cash|None||Jelly Bowl|
941|🔴-411|BitToonDAO #239|90.53074020111191|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/239|Devil Wings||Superstar Sweater|Dusty Cyanie|None|None|Witch Hat|Dragon|None||Plastic|
942|🔴-376|BitToonDAO #460|89.4581004126114|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/460|Guitar||T-Shirt|Ocean Canarie|None|None|Witch Hat|Blockchain|Pipe||Plastic|
943|🔴-346|BitToonDAO #138|89.38324569035143|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/138|Butterfly Wings||None|Flamingo Zirconie|None|None|Pumpkin Head|Demon|None||Plastic|
944|🔴-342|BitToonDAO #888|89.37315959617231|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/888|Butterfly Wings||Kid's Overalls|Forest Pinkie|None|None|Witch Hat|Knight|None||Plastic|
945|🔴-362|BitToonDAO #342|89.36610479024193|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/342|Butterfly Wings||Kid's Overalls|Scalet Bluie|None|None|Pumpkin Head|Knight|None||Plastic|
946|🔴-364|BitToonDAO #471|89.10728576327855|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/471|Butterfly Wings||None|Silver Lavandie|None|None|Lovelove Headband|Knight|None||Plastic|
947|🔴-376|BitToonDAO #484|88.99133065095438|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/484|Butterfly Wings||Kid's Overalls|Flamingo Zirconie|None|None|Pumpkin Head|Market|None||Plastic|
948|🔴-346|BitToonDAO #778|88.795316259776|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/778|Butterfly Wings||Kid's Overalls|Scalet Bluie|None|None|Farmer Hat|Demon|None||Plastic|
949|🔴-435|BitToonDAO #386|88.69621664714616|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/386|BitToon Flag||None|Emerald Jettie|None|None|Chubby Unicorn|Officer|None||Plastic|
950|🔴-366|BitToonDAO #569|88.65836478005164|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/569|Double Chups||None|Morning Galaxie|None|None|Frog Head|Blockchain|None||Plastic|
951|🔴-349|BitToonDAO #794|88.28106671249546|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/794|Double Chups||Kid's Overalls|Scalet Bluie|None|None|Chubby Unicorn|Prophet|None||Ceramic|
