_rank|📈|_name|_score|_link|Background|Eyes|Eyewear|Face Accessory|Friend|Hair|Mouth|Outfit|Skin|Special Adventurer|Weapon
420|🟢+25|Sobta Magic #370|135.32572914957836|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/370|Common - Charcoal|Bored|None|None|None|Blonde Double Braid|Triangle|White T-Shirt|Honey Skin||Laser Gun
421|🔴-78|Sobta Magic #508|135.27655304379184|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/508|Common - Cotton Candy|Surprised|None|Star Sticker|None|White Bubble|Smirk|Fur Jacket|Vanilla Ape||Water Staff
422|🟡|Sobta Magic #767|135.24733587431655|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/767|Common - Sunset|Sad|None|Sobta Sticker|None|Pink Side Braid|Lollipop|School Uniform|Almond Skin||Wrench
423|🔴-215|Sobta Magic #153|135.237738479212|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/153|Common - Sky|Surprised|None|Plaster|None|Blue Double Braid|Triangle|Black Jacket|Lava Mutant||Fire Staff
424|🔴-75|Sobta Magic #432|135.2217136604654|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/432|Common - Taro Milk|Wink|None|None|None|Red Ponytail|Wafer Roll|Pink Overalls|Espresso Skin||Nature Staff
425|🔴-251|Sobta Magic #388|135.2000427302993|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/388|Common - Taro Milk|Normal|None|None|None|Pink Side Braid|Grumpy|Aloha Shirt|Ice Cyborg||Squeaky Hammer
426|🔴-119|Sobta Magic #307|135.18543363601142|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/307|Common - Sky|Normal|Gold Glasses|Tattoo|None|Brown Spiky|Smile|School Uniform|Aqua Mutant||Wrench
427|🔴-103|Sobta Magic #161|135.13230850907576|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/161|Common - Lemonade|Normal|Heart Glasses|None|None|Blonde Double Braid|O Mouth|Business Suit|Milk Skin||Sketch Board
428|🔴-120|Sobta Magic #501|134.97656339633468|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/501|Common - Lemon|Bored|None|None|None|White Bucket Hat|Lollipop|Black Jacket|Chocolate Skin||Fire Staff
429|🔴-195|Sobta Magic #260|134.97632766307999|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/260|Common - Peach|Happy|Diamond Glasses|Pain Relief Patch|None|Violet Ponytail|Smile|Aloha Shirt|Aqua Mutant||Carrot
430|🔴-141|Sobta Magic #128|134.95387024827562|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/128|Common - Cotton Candy|Bored|None|None|None|Blonde Palm Tree|Smile|Adventure Suit|Aqua Mutant||Baseball Bat
431|🔴-114|Sobta Magic #98|134.89346164495444|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/98|Common - Charcoal|Happy|Red Glasses|Pain Relief Patch|None|Black Bucket Hat|Lollipop|Yellow T-Shirt|Aqua Mutant||Bunching Onion
432|🔴-175|Sobta Magic #391|134.78585577678786|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/391|Common - Peach|Bored|None|None|None|Red Helmet|Smile|Black Jacket|Almond Skin||Scythe
433|🔴-103|Sobta Magic #289|134.5267201844611|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/289|Common - Taro Milk|Sad|None|Tattoo|None|Green Comma|O Mouth|Sailor Suit|Milk Tea Skin||Syringe
434|🔴-176|Sobta Magic #235|134.51000360458661|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/235|Common - Peach|Bored|None|Plaster|None|Pink Side Braid|Smile|Yellow T-Shirt|Milk Tea Skin||Nature Staff
435|🔴-191|Sobta Magic #474|134.27299000498647|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/474|Common - Charcoal|Angry|None|Star Sticker|None|Violet Ponytail|Smirk|Black Jacket|Fire Cyborg||Sketch Board
436|🟡|Sobta Magic #643|134.2464290196289|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/643|Common - Lemonade|Wink|Red Glasses|Star Sticker|None|Captain Girl|Bubble Gum|Black Overalls|Espresso Skin||Bunching Onion
437|🔴-87|Sobta Magic #352|134.18756220439596|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/352|Common - Lemonade|Sad|None|None|Jojo|Blue Helmet|Triangle|White Overalls|Vanilla Ape||Bunching Onion
438|🟡|Sobta Magic #584|134.16281167795051|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/584|Common - Sunset|Fascinated|Gold Glasses|Plaster|None|White Bucket Hat|Smirk|Aloha Shirt|Almond Skin||Fountain Pen
439|🟡|Sobta Magic #665|134.07789684812667|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/665|Common - Cookie|Fascinated|None|Pain Relief Patch|None|Blue Hime Cut|Strawberry Stick|Barista Suit|Milk Tea Skin||Carrot
440|🔴-155|Sobta Magic #446|133.9475450814689|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/446|Common - Sunset|Normal|None|Star Sticker|Miw Miw|Captain Girl|Triangle|Hoodie|Almond Skin||Fountain Pen
441|🔴-141|Sobta Magic #107|133.75643872016798|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/107|Common - Sky|Happy|Sunglasses|Plaster|None|Black Comma|Bread|Business Suit|Honey Skin||Wrench
442|🟡|Sobta Magic #644|133.23113686374737|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/644|Common - Sunset|Surprised|None|None|Jojo|Black Bucket Hat|Open Smile|Aloha Shirt|Honey Skin||Squeaky Hammer
443|🔴-137|Sobta Magic #133|133.19576413186093|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/133|Common - Charcoal|Angry|None|Tattoo|None|Blonde Dreadlocks|Bread|White Overalls|Chocolate Skin||Syringe
444|🔴-68|Sobta Magic #209|133.09152124384119|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/209|Common - Cookie|Bored|Gold Monocle|Sobta Sticker|None|Captain Girl|Wafer Roll|White T-Shirt|Almond Skin||Baseball Bat
445|🔴-130|Sobta Magic #193|132.90379920047366|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/193|Common - Cotton Candy|Sad|None|None|None|Orange Spiky|Grumpy|Barista Suit|Espresso Skin||Syringe
446|🔴-255|Sobta Magic #231|132.8826188006038|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/231|Common - Lemon|Fascinated|Diamond Glasses|Pain Relief Patch|None|Captain Boy|Grumpy|Black Jacket|Almond Skin||Carrot
447|🔴-94|Sobta Magic #494|132.76981332566618|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/494|Common - Cotton Candy|Surprised|Gold Glasses|None|None|White Bubble|O Mouth|Black Jacket|Almond Skin||Coffee Cup
448|🟡|Sobta Magic #756|132.7405635114395|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/756|Common - Taro Milk|Fascinated|None|Star Sticker|None|Blue Double Braid|Leaf|Hoodie|Aqua Mutant||Baseball Bat
449|🔴-151|Sobta Magic #224|132.72417475956195|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/224|Common - Lemon|Bored|Gold Monocle|None|None|White Bucket Hat|Strawberry Stick|Pink Overalls|Vanilla Ape||Fountain Pen
450|🔴-205|Sobta Magic #97|132.51159303691213|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/97|Common - Charcoal|Normal|None|None|None|Orange Side Braid|Strawberry Stick|Barista Suit|Milk Skin||Fire Staff
451|🟡|Sobta Magic #780|132.51063886633278|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/780|Common - Lemonade|Surprised|None|None|None|Captain Boy|Smile|Fur Jacket|Ice Cyborg||Baseball Bat
452|🔴-91|Sobta Magic #480|132.4828396307225|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/480|Common - Cotton Candy|Sad|None|None|None|Green Comma|Strawberry Stick|Yellow T-Shirt|Milk Tea Skin||Nature Staff
453|🟡|Sobta Magic #667|132.44100413657335|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/667|Common - Peach|Normal|None|None|Poppo|Blue Helmet|O Mouth|Fur Jacket|Honey Skin||Bunching Onion
454|🔴-131|Sobta Magic #108|132.41127084456957|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/108|Common - Cookie|Angry|None|Rainbow Sticker|None|White Undercut|Smirk|Fur Jacket|Caramel Ape||Carrot
455|🔴-162|Sobta Magic #144|132.38345264184488|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/144|Common - Sky|Normal|None|None|Jojo|Blonde-Brown Man Bun|Bread|Denim Shirt|Milk Tea Skin||Fountain Pen
456|🔴-143|Sobta Magic #150|132.38091632437659|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/150|Common - Lemon|Bored|None|None|Kabo|Captain Girl|Grin|School Uniform|Milk Skin||Baseball Bat
457|🔴-113|Sobta Magic #76|132.12353486961678|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/76|Common - Peach|Normal|Heart Glasses|Sobta Sticker|None|Blonde Palm Tree|Triangle|School Uniform|Chocolate Skin||Boomerang
458|🔴-273|Sobta Magic #165|132.03076378056602|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/165|Common - Peach|Surprised|None|None|None|Orange Hime Cut|Smirk|Hoodie|Ice Cyborg||Boomerang
459|🔴-150|Sobta Magic #362|132.00244608347555|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/362|Common - Sky|Wink|None|Sobta Sticker|None|Brown Palm Tree|Strawberry Stick|Hoodie|Lava Mutant||Sketch Board
460|🟡|Sobta Magic #679|131.99245685704227|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/679|Common - Peach|Bored|Heart Glasses|None|None|Violet Ponytail|Bubble Gum|Yellow T-Shirt|Lava Mutant||Baseball Bat
461|🔴-151|Sobta Magic #284|131.9305321643666|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/284|Common - Peach|Sad|None|Sobta Sticker|None|Blonde-Brown Man Bun|Triangle|Black Overalls|Espresso Skin||Coffee Cup
462|🟡|Sobta Magic #731|131.91429023062568|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/731|Common - Sunset|Bored|Heart Glasses|Tattoo|None|Blue Double Braid|Triangle|Pink Overalls|Almond Skin||Squeaky Hammer
463|🟡|Sobta Magic #801|131.46048495817806|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/801|Common - Peach|Sad|None|None|None|Green Comma|Grin|Black Jacket|Fire Cyborg||Squeaky Hammer
464|🟡|Sobta Magic #686|131.39278963076842|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/686|Common - Cookie|Bored|None|None|None|Pink Side Braid|O Mouth|Docter Suit|Espresso Skin||Boomerang
465|🔴-124|Sobta Magic #540|131.33864545013216|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/540|Common - Sunset|Wink|None|Pain Relief Patch|None|White Bucket Hat|Rose|Black Overalls|Aqua Mutant||Boomerang
466|🟡|Sobta Magic #680|131.19381244435118|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/680|Common - Charcoal|Happy|None|Plaster|None|Black Dreadlocks|Open Smile|School Uniform|Milk Tea Skin||Squeaky Hammer
467|🔴-207|Sobta Magic #329|131.0215921148928|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/329|Common - Lemon|Sad|None|None|None|Green Light Undercut|Smile|Pink Overalls|Ice Cyborg||Boomerang
468|🟡|Sobta Magic #668|130.81186652569158|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/668|Common - Sky|Bored|None|Plaster|None|Pink Inverted Bob|Open Smile|Fur Jacket|Honey Skin||Lollipop
469|🔴-124|Sobta Magic #169|130.47333842174555|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/169|Common - Taro Milk|Fascinated|Red Glasses|Tattoo|None|Black Dreadlocks|O Mouth|White Overalls|Aqua Mutant||Boomerang
470|🔴-105|Sobta Magic #437|130.4617353176917|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/437|Common - Lemon|Surprised|None|Star Sticker|None|Captain Girl|Leaf|White Overalls|Caramel Ape||Fountain Pen
471|🔴-234|Sobta Magic #160|130.42553056100223|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/160|Common - Cotton Candy|Wink|None|Pain Relief Patch|None|Blue Double Braid|Rose|Aloha Shirt|Chocolate Skin||Carrot
472|🟡|Sobta Magic #698|130.38769597925688|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/698|Common - Sunset|Normal|None|Plaster|None|Orange Pigtails|Lollipop|Hoodie|Aqua Mutant||Lollipop
473|🔴-203|Sobta Magic #69|130.35425331857311|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/69|Common - Sunset|Sad|None|Tattoo|None|Orange Side Braid|Triangle|White Overalls|Almond Skin||Syringe
474|🔴-134|Sobta Magic #93|130.29961837423176|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/93|Common - Lemonade|Angry|Sunglasses|Star Sticker|None|Blonde Palm Tree|Grin|Fur Jacket|Caramel Ape||Boomerang
475|🔴-148|Sobta Magic #207|130.07297157622742|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/207|Common - Sky|Normal|Diamond Glasses|Star Sticker|None|Brown Bubble|Bread|Aloha Shirt|Lava Mutant||Wrench
476|🔴-117|Sobta Magic #113|130.01639304964885|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/113|Common - Taro Milk|Angry|Gold Monocle|Star Sticker|None|White Bucket Hat|Bread|Hoodie|Aqua Mutant||Boomerang
477|🔴-120|Sobta Magic #430|130.01241233914567|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/430|Common - Taro Milk|Normal|None|None|None|Red Ponytail|Rose|Hoodie|Lava Mutant||Fire Staff
478|🟡|Sobta Magic #605|129.9917555476875|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/605|Common - Lemon|Angry|Gold Glasses|Pain Relief Patch|None|Red Ponytail|Grumpy|School Uniform|Aqua Mutant||Guitar
479|🔴-158|Sobta Magic #297|129.955474009391|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/297|Common - Cookie|Bored|Red Glasses|None|None|Blonde Dreadlocks|Smirk|Denim Shirt|Caramel Ape||Sketch Board
480|🔴-211|Sobta Magic #226|129.94862920816425|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/226|Common - Cotton Candy|Angry|None|Rainbow Sticker|None|Blue Messy|Open Smile|Sailor Suit|Almond Skin||Guitar
481|🔴-104|Sobta Magic #187|129.8350374663427|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/187|Common - Peach|Normal|None|Star Sticker|None|Blonde Dreadlocks|Leaf|Black Jacket|Milk Skin||Baseball Bat
482|🔴-79|Sobta Magic #132|129.79589338275036|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/132|Common - Cookie|Wink|None|Star Sticker|None|Violet Ponytail|Smile|White T-Shirt|Milk Tea Skin||Water Staff
483|🔴-151|Sobta Magic #521|129.62620125830574|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/521|Common - Lemon|Angry|Red Glasses|None|None|Violet Ponytail|Bubble Gum|Black Jacket|Honey Skin||Sketch Board
484|🔴-111|Sobta Magic #143|129.53173038975632|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/143|Common - Cookie|Normal|Sunglasses|Tattoo|None|Black Bucket Hat|Triangle|Pink Overalls|Vanilla Ape||Squeaky Hammer
485|🔴-115|Sobta Magic #111|129.44256449015757|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/111|Common - Cookie|Happy|None|None|Jojo|Green Comma|Grumpy|Pink Overalls|Milk Skin||Guitar
486|🟡|Sobta Magic #736|129.34594516826053|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/736|Common - Sunset|Bored|None|Sobta Sticker|None|Blonde Palm Tree|O Mouth|Business Suit|Aqua Mutant||Bunching Onion
487|🔴-106|Sobta Magic #204|129.28740915179307|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/204|Common - Taro Milk|Bored|None|None|None|White Bubble|Bubble Gum|School Uniform|Milk Tea Skin||Sketch Board
488|🔴-210|Sobta Magic #106|129.2650297613777|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/106|Common - Cotton Candy|Fascinated|Gold Monocle|None|None|Blue Messy|Grumpy|Yellow T-Shirt|Earth Mutant||Sketch Board
489|🔴-154|Sobta Magic #449|129.14251955293233|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/449|Common - Cookie|Angry|Red Glasses|Star Sticker|None|Brown Palm Tree|Bubble Gum|Hoodie|Milk Tea Skin||Squeaky Hammer
490|🔴-89|Sobta Magic #334|129.08763387396274|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/334|Common - Lemonade|Angry|Red Glasses|Pain Relief Patch|None|White Bubble|Leaf|Black Overalls|Milk Skin||Boomerang
491|🔴-166|Sobta Magic #198|128.99493710843683|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/198|Common - Cookie|Happy|Sunglasses|None|None|Blue Messy|Wafer Roll|School Uniform|Vanilla Ape||Bunching Onion
492|🟡|Sobta Magic #603|128.96938476829848|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/603|Common - Charcoal|Sad|Gold Glasses|None|None|Red Helmet|Choco Donut|Hoodie|Earth Mutant||Guitar
493|🔴-237|Sobta Magic #452|128.8570956529647|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/452|Common - Charcoal|Bored|Sunglasses|None|None|Brown Palm Tree|Triangle|Fur Jacket|Fire Cyborg||Lollipop
494|🟡|Sobta Magic #658|128.83237403575077|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/658|Common - Cookie|Sad|None|Pain Relief Patch|Jojo|Black Comma|Smirk|Aloha Shirt|Honey Skin||Baseball Bat
495|🟡|Sobta Magic #613|128.65081979330924|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/613|Common - Sky|Happy|Heart Glasses|Sobta Sticker|None|Captain Girl|Open Smile|Hoodie|Milk Skin||Bunching Onion
496|🔴-103|Sobta Magic #558|128.59279518526364|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/558|Common - Cotton Candy|Wink|None|Pain Relief Patch|None|Blonde Double Braid|Choco Donut|Barista Suit|Milk Skin||Carrot
497|🔴-163|Sobta Magic #341|128.58464015098806|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/341|Common - Taro Milk|Bored|Diamond Glasses|None|None|Blonde Double Braid|Tongue Out|Hoodie|Earth Mutant||Carrot
498|🔴-92|Sobta Magic #496|128.5758025128216|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/496|Common - Cotton Candy|Bored|Red Glasses|Pain Relief Patch|None|Blue Helmet|Grumpy|White T-Shirt|Chocolate Skin||Syringe
499|🟡|Sobta Magic #766|128.53812948130667|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/766|Common - Cookie|Normal|Heart Glasses|None|None|Blonde Double Braid|Strawberry Stick|Pink Overalls|Earth Mutant||Carrot
500|🟡|Sobta Magic #709|128.34309082467325|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/709|Common - Cookie|Normal|None|Pain Relief Patch|None|Blonde-Brown Man Bun|Lollipop|Denim Shirt|Almond Skin||Sketch Board
501|🔴-135|Sobta Magic #381|128.29779698446742|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/381|Common - Cotton Candy|Happy|Sunglasses|None|None|Orange Pigtails|Leaf|Pink Overalls|Vanilla Ape||Boomerang
502|🔴-111|Sobta Magic #211|128.21499019571357|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/211|Common - Sunset|Normal|Red Glasses|Rainbow Sticker|None|Red Helmet|Strawberry Stick|Black Jacket|Chocolate Skin||Wrench
503|🔴-107|Sobta Magic #406|128.2087549414011|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/406|Common - Charcoal|Surprised|Red Glasses|None|None|Captain Girl|Leaf|Barista Suit|Caramel Ape||Baseball Bat
504|🔴-105|Sobta Magic #415|128.19984721891373|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/415|Common - Taro Milk|Normal|Red Glasses|None|None|White Bubble|Bread|Denim Shirt|Honey Skin||Water Staff
505|🟡|Sobta Magic #788|128.1916498522312|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/788|Common - Lemonade|Surprised|Gold Glasses|None|None|Brown Spiky|Leaf|Hoodie|Milk Skin||Wrench
506|🔴-138|Sobta Magic #513|128.11109007322747|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/513|Common - Peach|Sad|Gold Monocle|None|None|Brown Spiky|Smirk|Pink Overalls|Earth Mutant||Sketch Board
507|🟡|Sobta Magic #762|128.0165552377048|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/762|Common - Cotton Candy|Bored|None|None|Volcan|White Bucket Hat|Smile|Black Jacket|Honey Skin||Baseball Bat
508|🔴-152|Sobta Magic #459|127.98878208819889|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/459|Common - Taro Milk|Normal|Heart Glasses|Tattoo|None|Green Comma|Smirk|Aloha Shirt|Chocolate Skin||Lollipop
509|🔴-191|Sobta Magic #398|127.90861771061418|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/398|Common - Sunset|Happy|None|Star Sticker|None|Blonde-Brown Man Bun|Choco Donut|Denim Shirt|Caramel Ape||Wrench
510|🔴-190|Sobta Magic #63|127.89847643034265|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/63|Common - Sky|Sad|Diamond Glasses|None|None|Violet Ponytail|Grin|Barista Suit|Milk Tea Skin||Bunching Onion
511|🔴-151|Sobta Magic #65|127.81489651912582|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/65|Common - Cotton Candy|Wink|Sunglasses|None|None|Black Dreadlocks|Smirk|White Overalls|Aqua Mutant||Sketch Board
512|🟡|Sobta Magic #564|127.67250361918133|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/564|Common - Lemonade|Happy|Diamond Glasses|Tattoo|None|Captain Girl|Smirk|Barista Suit|Milk Tea Skin||Wrench
513|🔴-99|Sobta Magic #36|127.61516644685102|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/36|Common - Sunset|Fascinated|Red Glasses|None|None|Blue Hime Cut|Bread|Fur Jacket|Chocolate Skin||Bunching Onion
514|🟡|Sobta Magic #662|127.58542427812495|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/662|Common - Lemonade|Surprised|Red Glasses|None|Jojo|Green Comma|Grumpy|Pink Overalls|Milk Skin||Wrench
