rank|name|score|link|Background|Body|Headgear|Mouse|Glasses
8216|CattoPunk #5767|41.88479853155114|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5767|Violet|Black|none|Spit|Green Sunglass
8216|CattoPunk #6192|41.88479853155114|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6192|Violet|White Lucky Cat|none|Spit|Blue Sunglass
8216|CattoPunk #6568|41.88479853155114|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6568|Green|Black|none|Spit|Yellow Sunglass
8216|CattoPunk #6676|41.88479853155114|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6676|Blue|Black|none|Spit|Vr-red
8216|CattoPunk #6737|41.88479853155114|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6737|Violet|Grey|none|Spit|Blue Sunglass
8216|CattoPunk #6977|41.88479853155114|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6977|Pink|Black|none|Spit|Blue Sunglass
8216|CattoPunk #7303|41.88479853155114|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7303|Green|Grey|none|Spit|Vr-Blue
8216|CattoPunk #7752|41.88479853155114|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7752|Violet|White Lucky Cat|none|Spit|Vr-Blue
8216|CattoPunk #7995|41.88479853155114|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7995|Pink|Grey|none|Spit|Blue Sunglass
8216|CattoPunk #8911|41.88479853155114|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8911|Blue|White Lucky Cat|none|Spit|Vr-red
8216|CattoPunk #9020|41.88479853155114|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9020|Blue|Grey|none|Spit|Yellow Sunglass
8216|CattoPunk #9077|41.88479853155114|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9077|Pink|Black|none|Spit|Vr-Blue
8216|CattoPunk #9186|41.88479853155114|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9186|Blue|White Lucky Cat|none|Spit|Violet Sunglass
8216|CattoPunk #9202|41.88479853155114|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9202|Blue|Black|none|Spit|Sunglass
8216|CattoPunk #9448|41.88479853155114|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9448|Green|Grey|none|Spit|Vr-Blue
8216|CattoPunk #9721|41.88479853155114|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9721|Green|Black|none|Spit|Violet Sunglass
8252|CattoPunk #196|41.88119745104695|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/196|Orange|Grey|none|Spit|Vr
8252|CattoPunk #468|41.88119745104695|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/468|Orange|Grey|none|Spit|Vr
8252|CattoPunk #915|41.88119745104695|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/915|Orange|Black|none|Spit|Yellow Sunglass
8252|CattoPunk #2257|41.88119745104695|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2257|Orange|Black|none|Spit|Sunglass
8252|CattoPunk #3578|41.88119745104695|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3578|Orange|White Lucky Cat|none|Spit|Vr-red
8252|CattoPunk #4908|41.88119745104695|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4908|Orange|Black|none|Spit|Sunglass
8252|CattoPunk #6150|41.88119745104695|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6150|Orange|White Lucky Cat|none|Spit|Violet Sunglass
8252|CattoPunk #6181|41.88119745104695|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6181|Orange|White Lucky Cat|none|Spit|Violet Sunglass
8252|CattoPunk #6348|41.88119745104695|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6348|Orange|White Lucky Cat|none|Spit|Vr-Blue
8252|CattoPunk #6970|41.88119745104695|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6970|Orange|Grey|none|Spit|Yellow Sunglass
8252|CattoPunk #7290|41.88119745104695|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7290|Orange|Grey|none|Spit|Sunglass
8252|CattoPunk #9523|41.88119745104695|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9523|Orange|White Lucky Cat|none|Spit|Violet Sunglass
8264|CattoPunk #283|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/283|Yellow|Black|none|Cigarette|Yellow Sunglass
8264|CattoPunk #293|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/293|Yellow|Grey|none|Pipe|Green Sunglass
8264|CattoPunk #1282|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1282|Yellow|Black|none|Pipe|Blue Sunglass
8264|CattoPunk #1472|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1472|Yellow|Black|none|Pipe|Vr-Blue
8264|CattoPunk #1534|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1534|Yellow|Grey|none|Pipe|Green Sunglass
8264|CattoPunk #1610|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1610|Yellow|White Lucky Cat|none|Cigarette|Sunglass
8264|CattoPunk #1849|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1849|Yellow|Black|none|Cigarette|Vr-Blue
8264|CattoPunk #2386|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2386|Yellow|White Lucky Cat|none|Pipe|3d
8264|CattoPunk #2735|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2735|Yellow|Black|none|Cigarette|3d
8264|CattoPunk #2824|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2824|Yellow|White Lucky Cat|none|Cigarette|Vr-red
8264|CattoPunk #3413|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3413|Yellow|White Lucky Cat|none|Pipe|Green Sunglass
8264|CattoPunk #3717|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3717|Yellow|White Lucky Cat|none|Pipe|Sunglass
8264|CattoPunk #4246|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4246|Yellow|Black|none|Pipe|Violet Sunglass
8264|CattoPunk #5599|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5599|Yellow|Grey|none|Cigarette|Vr-red
8264|CattoPunk #5823|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5823|Yellow|Black|none|Cigarette|Vr-Blue
8264|CattoPunk #6076|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6076|Yellow|White Lucky Cat|none|Cigarette|3d
8264|CattoPunk #6133|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6133|Yellow|Grey|none|Pipe|Violet Sunglass
8264|CattoPunk #6565|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6565|Yellow|Grey|none|Cigarette|Violet Sunglass
8264|CattoPunk #6621|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6621|Yellow|Grey|none|Cigarette|Vr-red
8264|CattoPunk #7652|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7652|Yellow|Grey|none|Pipe|Green Sunglass
8264|CattoPunk #7756|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7756|Yellow|Black|none|Pipe|Sunglass
8264|CattoPunk #7810|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7810|Yellow|Black|none|Cigarette|3d
8264|CattoPunk #7998|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7998|Yellow|Black|none|Pipe|Yellow Sunglass
8264|CattoPunk #8120|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8120|Yellow|Grey|none|Cigarette|Yellow Sunglass
8264|CattoPunk #8352|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8352|Yellow|Black|none|Pipe|Sunglass
8264|CattoPunk #8822|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8822|Yellow|White Lucky Cat|none|Pipe|Vr
8264|CattoPunk #8985|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8985|Yellow|White Lucky Cat|none|Cigarette|Green Sunglass
8264|CattoPunk #9915|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9915|Yellow|White Lucky Cat|none|Cigarette|Blue Sunglass
8264|CattoPunk #9999|41.87532106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9999|Yellow|Black|none|Pipe|Violet Sunglass
8293|CattoPunk #1744|41.87042008556196|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1744|Yellow|White Lucky Cat|none|Spit|3d
8293|CattoPunk #2995|41.87042008556196|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2995|Yellow|Grey|none|Spit|Vr
8293|CattoPunk #4530|41.87042008556196|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4530|Yellow|Grey|none|Spit|Yellow Sunglass
8293|CattoPunk #5422|41.87042008556196|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5422|Yellow|Black|none|Spit|Vr-Blue
8293|CattoPunk #5793|41.87042008556196|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5793|Yellow|Black|none|Spit|Yellow Sunglass
8293|CattoPunk #6105|41.87042008556196|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6105|Yellow|Black|none|Spit|Sunglass
8293|CattoPunk #6229|41.87042008556196|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6229|Yellow|Black|none|Spit|Vr-red
8293|CattoPunk #6609|41.87042008556196|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6609|Yellow|White Lucky Cat|none|Spit|Vr
8293|CattoPunk #7433|41.87042008556196|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7433|Yellow|White Lucky Cat|none|Spit|Sunglass
8293|CattoPunk #7911|41.87042008556196|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7911|Yellow|White Lucky Cat|none|Spit|Yellow Sunglass
8293|CattoPunk #9862|41.87042008556196|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9862|Yellow|Black|none|Spit|Blue Sunglass
8304|CattoPunk #245|41.869318423996035|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/245|Green|White Lucky Cat|none|Pipe|Orange Sunglass
8304|CattoPunk #262|41.869318423996035|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/262|Green|White Lucky Cat|none|Pipe|Orange Sunglass
